Gaussian learning of means/std devs for data/heart-data-original-train.csv
Gaussian learning time:0.004557371139526367

5.602473393915666e-07, 0.9999994397526606, 0, 0, correct
0.7472966558041193, 0.25270334419588075, 1, 0, wrong
0.9999083041786516, 9.169582134843444e-05, 1, 1, correct
0.036498778393812374, 0.9635012216061877, 0, 0, correct
3.143517174912578e-05, 0.9999685648282509, 0, 0, correct
0.5726622457912154, 0.42733775420878456, 1, 1, correct
0.0008888421166265084, 0.9991111578833736, 0, 1, wrong
0.7532684994485036, 0.24673150055149634, 1, 0, wrong
0.992975095153411, 0.007024904846589095, 1, 1, correct
0.006386101057115525, 0.9936138989428844, 0, 0, correct
0.9996467623804158, 0.00035323761958417786, 1, 1, correct
0.0023882278690270592, 0.997611772130973, 0, 0, correct
0.9571132237869413, 0.04288677621305865, 1, 1, correct
0.7881357594210987, 0.21186424057890138, 1, 1, correct
0.011718911321099697, 0.9882810886789002, 0, 0, correct
0.9877547860450723, 0.012245213954927713, 1, 1, correct
0.9777691838718732, 0.022230816128126756, 1, 1, correct
0.8950859533785848, 0.10491404662141518, 1, 0, wrong
0.9964930835237532, 0.003506916476246796, 1, 1, correct
0.9256336181901159, 0.07436638180988414, 1, 1, correct
0.9565341478555123, 0.043465852144487754, 1, 1, correct
0.9980391904748395, 0.0019608095251604962, 1, 1, correct
0.07004146691708174, 0.9299585330829183, 0, 0, correct
0.20915919303280042, 0.7908408069671995, 0, 0, correct
0.036498778393812374, 0.9635012216061877, 0, 0, correct
0.0740822937876122, 0.9259177062123877, 0, 0, correct
0.9964945592994428, 0.0035054407005572943, 1, 1, correct
0.9963398263258549, 0.0036601736741450675, 1, 1, correct
0.4220005414724168, 0.5779994585275832, 0, 0, correct
5.602473393915666e-07, 0.9999994397526606, 0, 0, correct
0.8348930139802871, 0.16510698601971283, 1, 1, correct
1.1807094294705926e-06, 0.9999988192905704, 0, 0, correct
0.9801081639087055, 0.019891836091294544, 1, 1, correct
0.0005813078932747363, 0.9994186921067254, 0, 0, correct
0.0017027551963998803, 0.9982972448036002, 0, 0, correct
0.011718911321099697, 0.9882810886789002, 0, 0, correct
0.696596809357125, 0.3034031906428751, 1, 0, wrong
0.005320109882907045, 0.994679890117093, 0, 0, correct
0.9964930835237532, 0.003506916476246796, 1, 1, correct
0.8377805238066356, 0.16221947619336435, 1, 1, correct
0.9989456493918053, 0.0010543506081946946, 1, 1, correct
0.0740822937876122, 0.9259177062123877, 0, 0, correct
0.9978283068645705, 0.0021716931354295943, 1, 1, correct
